ensembl_gene_id	external_gene_id	affy_chicken	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj
23	ENSGALG00000000056	DAPP1	Gga.20081.1.S1_s_at	25.2379454964083	0.203928196433375	0.397082557688147	0.513566240785454	0.607555287407681	0.944018275267834
24	ENSGALG00000000059	TUBB3	Gga.9143.1.S1_x_at	85.6568032596987	0.108001750271471	0.430274864646136	0.251006412750354	0.801809151222298	0.960320326368302
25	ENSGALG00000000062	ARMC1	GgaAffx.11437.1.S1_at	1495.42249340038	0.458464503960352	0.351702282866165	1.30355851040869	0.192384154606002	0.915353872271584
26	ENSGALG00000000062	ARMC1	Gga.9825.2.S1_s_at	1495.42249340038	0.458464503960352	0.351702282866165	1.30355851040869	0.192384154606002	0.915353872271584
27	ENSGALG00000000062	ARMC1	GgaAffx.9875.1.S1_s_at	1495.42249340038	0.458464503960352	0.351702282866165	1.30355851040869	0.192384154606002	0.915353872271584
28	ENSGALG00000000065	PSMA5	GgaAffx.12408.1.S1_at	353.912642580412	-0.549629387127754	0.400768916511942	-1.37143716611409	0.170238718262034	0.91490018130167
29	ENSGALG00000000067	SPR	Gga.13308.1.S1_at	91.8861706036632	0.421958737998667	0.311529970814259	1.35447237033334	0.175585722466165	0.91490018130167
30	ENSGALG00000000067	SPR	GgaAffx.26561.1.S1_s_at	91.8861706036632	0.421958737998667	0.311529970814259	1.35447237033334	0.175585722466165	0.91490018130167
31	ENSGALG00000000067	SPR	GgaAffx.26561.1.S1_at	91.8861706036632	0.421958737998667	0.311529970814259	1.35447237033334	0.175585722466165	0.91490018130167
32	ENSGALG00000000071	C11orf82	GgaAffx.63.1.S1_at	46.2897445152819	-0.163269273210387	0.35068991572572	-0.465565919888277	0.641526241894879	0.944018275267834
33	ENSGALG00000000075	SCRIB	GgaAffx.11265.2.S1_at	40.04705225762	-0.381392281440947	0.429062133948318	-0.88889755414046	0.374058140059813	0.944018275267834
34	ENSGALG00000000075	SCRIB	GgaAffx.25293.1.S1_at	40.04705225762	-0.381392281440947	0.429062133948318	-0.88889755414046	0.374058140059813	0.944018275267834
35	ENSGALG00000000075	SCRIB	GgaAffx.11265.1.S1_at	40.04705225762	-0.381392281440947	0.429062133948318	-0.88889755414046	0.374058140059813	0.944018275267834
36	ENSGALG00000000076	NRBP2	GgaAffx.24355.1.S1_at	23.2793909735154	0.492412737401255	0.45232350946606	1.08862954742838	0.276317281450085	0.927937228067055
37	ENSGALG00000000076	NRBP2	GgaAffx.24355.2.S1_at	23.2793909735154	0.492412737401255	0.45232350946606	1.08862954742838	0.276317281450085	0.927937228067055
38	ENSGALG00000000080		GgaAffx.65.1.S1_at	7.20955450078605	0.0266392903033349	0.448027523364672	0.0594590486389646	0.952586482190547	0.992091938015295
39	ENSGALG00000000081	IL4I1	GgaAffx.22018.1.S1_at	2.14311865978201	0.789895025735502	0.400384055188093	1.97284336251708	0.0485134110755403	0.91490018130167
40	ENSGALG00000000085	GFPT1	GgaAffx.74.1.S1_s_at	2949.52918540802	-0.237167050406764	0.38217896364082	-0.620565423453446	0.534885595535957	0.944018275267834
41	ENSGALG00000000085	GFPT1	GgaAffx.12922.1.S1_at	2949.52918540802	-0.237167050406764	0.38217896364082	-0.620565423453446	0.534885595535957	0.944018275267834
42	ENSGALG00000000085	GFPT1	Gga.13536.1.S1_s_at	2949.52918540802	-0.237167050406764	0.38217896364082	-0.620565423453446	0.534885595535957	0.944018275267834
43	ENSGALG00000000086	TIMM17A	GgaAffx.12582.1.S1_s_at	3158.34603226779	-0.410732763209889	0.350969402454176	-1.17028082886375	0.241887974266683	0.917125662720927
44	ENSGALG00000000086	TIMM17A	Gga.6328.1.S1_a_at	3158.34603226779	-0.410732763209889	0.350969402454176	-1.17028082886375	0.241887974266683	0.917125662720927
45	ENSGALG00000000086	TIMM17A	Gga.6328.2.S1_s_at	3158.34603226779	-0.410732763209889	0.350969402454176	-1.17028082886375	0.241887974266683	0.917125662720927
46	ENSGALG00000000091	INTS4	Gga.10789.2.S1_a_at	2059.1111928317	-0.144905049064518	0.380617314560045	-0.380710607535062	0.70341799692219	0.944018275267834
47	ENSGALG00000000091	INTS4	GgaAffx.444.2.S1_at	2059.1111928317	-0.144905049064518	0.380617314560045	-0.380710607535062	0.70341799692219	0.944018275267834
48	ENSGALG00000000091	INTS4	Gga.6110.1.S1_at	2059.1111928317	-0.144905049064518	0.380617314560045	-0.380710607535062	0.70341799692219	0.944018275267834
49	ENSGALG00000000091	INTS4	GgaAffx.444.1.S1_at	2059.1111928317	-0.144905049064518	0.380617314560045	-0.380710607535062	0.70341799692219	0.944018275267834
50	ENSGALG00000000094	ADIPOR1	Gga.20068.1.A1_at	88.2457128095958	-0.450014832034389	0.313685579490977	-1.43460478089122	0.151399751467852	0.91490018130167
51	ENSGALG00000000094	ADIPOR1	Gga.8743.1.S1_at	88.2457128095958	-0.450014832034389	0.313685579490977	-1.43460478089122	0.151399751467852	0.91490018130167
52	ENSGALG00000000098	ANTXR1	GgaAffx.79.1.S1_at	0.455256073801231	0.313127793406503	0.26200000283919	1.19514423669184	0.232030681053284	0.917125662720927
53	ENSGALG00000000099		GgaAffx.80.1.S1_at	2.67538932175497	-0.160486255599365	0.420778338503924	-0.381403320736455	0.702903997321784	0.944018275267834
54	ENSGALG00000000104		Gga.5544.1.S1_at	3.23083413528272	-0.307799427753081	0.420826440801287	-0.731416560154838	0.464524753212377	0.944018275267834
55	ENSGALG00000000106	LRIF1	Gga.11624.1.S1_at	194.796877109041	-0.188358739983786	0.29929030391627	-0.629351293774226	0.529119097339422	0.944018275267834
56	ENSGALG00000000106	LRIF1	Gga.10111.1.S1_s_at	194.796877109041	-0.188358739983786	0.29929030391627	-0.629351293774226	0.529119097339422	0.944018275267834
57	ENSGALG00000000106	LRIF1	GgaAffx.22708.1.S1_s_at	194.796877109041	-0.188358739983786	0.29929030391627	-0.629351293774226	0.529119097339422	0.944018275267834
58	ENSGALG00000000106	LRIF1	Gga.5544.1.S1_at	194.796877109041	-0.188358739983786	0.29929030391627	-0.629351293774226	0.529119097339422	0.944018275267834
59	ENSGALG00000000107	TRIM7.1	GgaAffx.22894.1.S1_s_at	0.267989568898173	-0.0799248045538234	0.154761874151466	-0.516437300801879	0.605549019390636	0.944018275267834
60	ENSGALG00000000107	TRIM7.1	GgaAffx.22894.4.S1_s_at	0.267989568898173	-0.0799248045538234	0.154761874151466	-0.516437300801879	0.605549019390636	0.944018275267834
61	ENSGALG00000000109	AFMID	Gga.7243.1.S1_at	31.951442293705	-0.262534594073392	0.392986407323604	-0.668050062752447	0.504101636579209	0.944018275267834
62	ENSGALG00000000112	PLP1	Gga.1803.2.S1_a_at	0.583666201037413	0.0714232550531685	0.281080724160514	0.254102287755533	0.799416535994036	0.959008441613133
63	ENSGALG00000000113	ZMAT3	GgaAffx.115.1.S1_at	32.8857873993147	-0.710306312912506	0.418436935643899	-1.69752297755329	0.0895978307562529	0.91490018130167
64	ENSGALG00000000115	HEP21	Gga.12.1.S1_at	72.7541362286467	-0.391242199413908	0.431641081408562	-0.906406309003717	0.36472083470153	0.944018275267834
65	ENSGALG00000000117	TRIM27.1	GgaAffx.82.1.S1_s_at	0.823166280284614	0.194821098362834	0.240753250764763	0.809214819504936	0.418391592136782	0.944018275267834
66	ENSGALG00000000117	TRIM27.1	GgaAffx.82.1.S1_at	0.823166280284614	0.194821098362834	0.240753250764763	0.809214819504936	0.418391592136782	0.944018275267834
67	ENSGALG00000000117	TRIM27.1	Gga.10379.1.S1_at	0.823166280284614	0.194821098362834	0.240753250764763	0.809214819504936	0.418391592136782	0.944018275267834
68	ENSGALG00000000117	TRIM27.1	GgaAffx.12890.1.S1_s_at	0.823166280284614	0.194821098362834	0.240753250764763	0.809214819504936	0.418391592136782	0.944018275267834
69	ENSGALG00000000117	TRIM27.1	Gga.8738.1.S1_at	0.823166280284614	0.194821098362834	0.240753250764763	0.809214819504936	0.418391592136782	0.944018275267834
70	ENSGALG00000000117	TRIM27.1	GgaAffx.22894.1.S1_x_at	0.823166280284614	0.194821098362834	0.240753250764763	0.809214819504936	0.418391592136782	0.944018275267834
71	ENSGALG00000000122	GNB2L1	Gga.4181.1.S1_s_at	7755.24311308582	-0.540582265344231	0.342468889843051	-1.5784857584932	0.114454057347211	0.91490018130167
72	ENSGALG00000000129	TCF25	Gga.6193.1.S1_at	385.074326920761	-0.69049457797862	0.261786488776392	-2.63762496378647	0.00834888583281882	0.728984512602482
73	ENSGALG00000000132	ARHGAP25	GgaAffx.12684.1.S1_s_at	12.7330951429403	-0.124262688450986	0.452502906187607	-0.27461191243591	0.783614413282494	0.954880810075585
74	ENSGALG00000000136	BLEC2		0.365613771871604	-0.0692169799748609	0.219405544131993	-0.315475072650035	0.752400974626895	0.950019144456863
75	ENSGALG00000000137	SNRPE	Gga.3409.2.S1_a_at	2054.80794220106	-0.603610491956842	0.372296996020269	-1.62131443017064	0.10495022182585	0.91490018130167
76	ENSGALG00000000139		GgaAffx.96.1.S1_s_at	0.407298991851639	-0.0361871775113926	0.224701140425624	-0.16104581152925	0.872057319141557	0.976303864306761
77	ENSGALG00000000139		GgaAffx.96.1.S1_at	0.407298991851639	-0.0361871775113926	0.224701140425624	-0.16104581152925	0.872057319141557	0.976303864306761
78	ENSGALG00000000140		GgaAffx.97.1.S1_at	8.59922671949103	0.058868871242532	0.137040414489564	0.429573067637028	NA	NA
79	ENSGALG00000000141	BLB1	Gga.217.1.S1_x_at	0.0881836045928866	0.0385284033935113	0.0973075140974846	0.395944791631536	0.692145756642105	0.944018275267834
80	ENSGALG00000000142	CEPT1	GgaAffx.12256.1.S1_s_at	1569.27044904487	-0.248492911784459	0.293833166458876	-0.845693883979014	0.397723535906815	0.944018275267834
81	ENSGALG00000000146	SUPT6H	GgaAffx.2461.1.S1_at	996.506232413673	-0.426835367972579	0.419944408099172	-1.01640921926928	0.309434557234574	0.940580187485064
82	ENSGALG00000000146	SUPT6H	GgaAffx.99.2.S1_s_at	996.506232413673	-0.426835367972579	0.419944408099172	-1.01640921926928	0.309434557234574	0.940580187485064
83	ENSGALG00000000150	RPL9	Gga.4776.1.S1_a_at	45286.7105573413	-0.582764844554568	0.401817649933973	-1.45032166867316	0.146968839246104	0.91490018130167
84	ENSGALG00000000151	ADAMTS19	GgaAffx.102.1.S1_at	35.1806035495927	0.278676741897586	0.45223208445362	0.616225056730061	0.537745993230255	0.944018275267834
85	ENSGALG00000000154	DENND2D	Gga.19424.1.S1_at	5.88047193461979	0.167950684491136	0.424980448594211	0.395196261490848	0.692698051506392	0.944018275267834
86	ENSGALG00000000154	DENND2D	GgaAffx.103.1.S1_at	5.88047193461979	0.167950684491136	0.424980448594211	0.395196261490848	0.692698051506392	0.944018275267834
87	ENSGALG00000000156	BRD2	Gga.4924.1.S1_at	143.324690440622	-0.102526053609437	0.338797536925734	-0.302617470421313	0.762181398927047	0.951278227957303
88	ENSGALG00000000158	DMA	Gga.11016.1.S1_at	2.54559671485935	-0.10596203687741	0.341424124505635	-0.310353104165786	0.75629245203775	0.95036272370449
89	ENSGALG00000000160	ZNF638		1.59474078737732	-0.325252835251487	0.403656841801808	-0.805765693948483	0.420377962339673	0.944018275267834
90	ENSGALG00000000161	ISOC1	GgaAffx.107.1.S1_at	18.9032771949507	0.076900548508102	0.435913707689577	0.17641232003391	0.859970026465704	0.975371301522357
91	ENSGALG00000000164	MYBPH	Gga.882.1.S1_at	14.9308805142022	-0.469533665678458	0.423926425542693	-1.10758291389215	0.26804198581627	0.92423636290178
92	ENSGALG00000000165	CDS2	Gga.7937.1.S1_at	166.184879798901	-0.681102219525406	0.31078944270722	-2.19152302469631	0.0284139654234207	0.91490018130167
93	ENSGALG00000000166	DMB2		28.0718419945711	-0.303480332259855	0.433854569729174	-0.69949783506786	0.484240965508609	0.944018275267834
94	ENSGALG00000000168	ADORA1	Gga.4980.1.S1_at	0.430306148488892	-0.115153599068141	0.183579809207926	-0.627267233608007	0.530484078008143	0.944018275267834
95	ENSGALG00000000169	PCNA	Gga.4036.1.S1_at	2137.0395475357	-0.302058608790875	0.267924295180369	-1.12740283066725	0.259572202809165	0.92423636290178
96	ENSGALG00000000171	TMEM230	GgaAffx.11863.1.S1_at	555.518913352669	-0.668294411830546	0.380357295233023	-1.75701746806544	0.0789148318225091	0.91490018130167
97	ENSGALG00000000177	KLF3	Gga.12232.1.S1_at	159.500816316958	0.444135867710061	0.340344991386739	1.30495784850667	0.191907201287241	0.915353872271584
98	ENSGALG00000000181	TAP2	Gga.2865.1.S1_at	0.0881836045928866	0.0385284033935113	0.0973075140974846	0.395944791631536	0.692145756642105	0.944018275267834
99	ENSGALG00000000182			0.971725027545909	-0.247407421871814	0.312928960868484	-0.790618487931493	0.42916665495129	0.944018275267834
100	ENSGALG00000000183	STAMBP	Gga.18920.1.S1_at	131.807787447941	0.571986526673758	0.361198828436604	1.58357802307809	0.113289778374251	0.91490018130167
101	ENSGALG00000000184	SLC27A6	GgaAffx.114.1.S1_s_at	12.1316928532356	0.0597845527412984	0.445907402558262	0.134073918482407	0.89334412344711	0.981664142254086
102	ENSGALG00000000186	MTCH1	GgaAffx.117.2.S1_s_at	2.34302329441749	0.298638908802457	0.409038636084127	0.73009951250922	0.465329359310305	0.944018275267834
103	ENSGALG00000000186	MTCH1	GgaAffx.117.1.S1_at	2.34302329441749	0.298638908802457	0.409038636084127	0.73009951250922	0.465329359310305	0.944018275267834
104	ENSGALG00000000187		GgaAffx.118.3.S1_s_at	2.59278806552524	0.63312982352308	0.414792593642179	1.52637687660655	0.126916032967637	0.91490018130167
105	ENSGALG00000000187		GgaAffx.118.1.S1_at	2.59278806552524	0.63312982352308	0.414792593642179	1.52637687660655	0.126916032967637	0.91490018130167
106	ENSGALG00000000187		GgaAffx.118.2.S1_s_at	2.59278806552524	0.63312982352308	0.414792593642179	1.52637687660655	0.126916032967637	0.91490018130167
107	ENSGALG00000000188		GgaAffx.11066.2.S1_s_at	0.430306148488892	-0.115153599068141	0.183579809207926	-0.627267233608007	0.530484078008143	0.944018275267834
108	ENSGALG00000000189	YTHDC2	GgaAffx.121.1.S1_at	243.83708524859	-0.168887074231316	0.262278981123625	-0.643921497284266	0.519626340927443	0.944018275267834
109	ENSGALG00000000189	YTHDC2	GgaAffx.21466.1.S1_at	243.83708524859	-0.168887074231316	0.262278981123625	-0.643921497284266	0.519626340927443	0.944018275267834
110	ENSGALG00000000189	YTHDC2	Gga.17816.1.S1_at	243.83708524859	-0.168887074231316	0.262278981123625	-0.643921497284266	0.519626340927443	0.944018275267834
111	ENSGALG00000000189	YTHDC2	GgaAffx.21466.1.S1_s_at	243.83708524859	-0.168887074231316	0.262278981123625	-0.643921497284266	0.519626340927443	0.944018275267834
112	ENSGALG00000000193		GgaAffx.122.1.S1_at	8.07707459767543	-0.121434259729563	0.442940418413818	-0.274154840428477	0.78396563105468	0.954880810075585
113	ENSGALG00000000194		Gga.7598.1.S1_at	0.897320022994453	-0.233080564560364	0.28460098196765	-0.818973156553823	0.412801729017608	0.944018275267834
114	ENSGALG00000000194		GgaAffx.124.1.S1_s_at	0.897320022994453	-0.233080564560364	0.28460098196765	-0.818973156553823	0.412801729017608	0.944018275267834
115	ENSGALG00000000195	SVCT2	Gga.10257.2.S1_a_at	253.705125031924	0.337669455621052	0.412002440024818	0.819581203452852	0.412454892648832	0.944018275267834
116	ENSGALG00000000195	SVCT2	GgaAffx.24870.1.S1_s_at	253.705125031924	0.337669455621052	0.412002440024818	0.819581203452852	0.412454892648832	0.944018275267834
117	ENSGALG00000000195	SVCT2	Gga.7071.1.S1_at	253.705125031924	0.337669455621052	0.412002440024818	0.819581203452852	0.412454892648832	0.944018275267834
118	ENSGALG00000000196	DAD1	Gga.4960.1.S1_at	1457.98561117057	-0.70747002367909	0.345082289769614	-2.05014874611913	0.0403499177774852	0.91490018130167
119	ENSGALG00000000199		Gga.5028.1.S1_at	0.263863609022009	0.0206200637611012	0.166106138061462	0.124137879561509	0.901206106552898	0.982638081265254
120	ENSGALG00000000201	PLEKHM1	GgaAffx.11636.1.S1_at	2.35906755398135	0.340953255790001	0.382941240499448	0.890353975313065	0.373275847269907	0.944018275267834
121	ENSGALG00000000201	PLEKHM1	GgaAffx.128.1.S1_s_at	2.35906755398135	0.340953255790001	0.382941240499448	0.890353975313065	0.373275847269907	0.944018275267834
122	ENSGALG00000000206	RASSF2	GgaAffx.11475.1.S1_s_at	21.6857643773944	0.049091151095514	0.414775283823391	0.118356018331162	0.905785573052901	0.983488525405944
123	ENSGALG00000000208	MCC	GgaAffx.133.1.S1_at	242.552438186441	0.29759110322076	0.418863996630035	0.710471908817719	0.477411544845829	0.944018275267834
124	ENSGALG00000000209	PRNP	Gga.3867.1.S1_at	16.6427309092954	1.09831105352201	0.448266014288453	2.45013232882576	0.0142803722138979	0.794005450116842
125	ENSGALG00000000215	DCP2	GgaAffx.25283.1.S1_s_at	1148.29176408928	-0.217660692636453	0.277447930986913	-0.784510058742231	0.432740882084571	0.944018275267834
126	ENSGALG00000000215	DCP2	GgaAffx.20241.1.S1_s_at	1148.29176408928	-0.217660692636453	0.277447930986913	-0.784510058742231	0.432740882084571	0.944018275267834
127	ENSGALG00000000215	DCP2	GgaAffx.25283.1.S1_at	1148.29176408928	-0.217660692636453	0.277447930986913	-0.784510058742231	0.432740882084571	0.944018275267834
128	ENSGALG00000000215	DCP2	GgaAffx.20241.1.S1_at	1148.29176408928	-0.217660692636453	0.277447930986913	-0.784510058742231	0.432740882084571	0.944018275267834
129	ENSGALG00000000215	DCP2	Gga.16383.1.S1_at	1148.29176408928	-0.217660692636453	0.277447930986913	-0.784510058742231	0.432740882084571	0.944018275267834
130	ENSGALG00000000217	PPFIA4	Gga.15279.1.S1_s_at	0.117697443541522	-0.0394864382186011	0.110270280016589	-0.358087765920798	0.720277634221589	0.944018275267834
131	ENSGALG00000000218		Gga.9993.1.S1_at	8523.66021232922	-0.461473174025778	0.445508114324928	-1.03583562046909	0.300278836538122	0.9383210524752
132	ENSGALG00000000220		GgaAffx.137.1.S1_at	1457.58246547326	0.214922460264029	0.341266509446099	0.629778939084484	0.52883922693281	0.944018275267834
133	ENSGALG00000000220		GgaAffx.25327.1.S1_at	1457.58246547326	0.214922460264029	0.341266509446099	0.629778939084484	0.52883922693281	0.944018275267834
134	ENSGALG00000000220		Gga.10382.1.S1_s_at	1457.58246547326	0.214922460264029	0.341266509446099	0.629778939084484	0.52883922693281	0.944018275267834
135	ENSGALG00000000221	PROM2	GgaAffx.139.1.S1_s_at	1.26535756770535	-0.233342543801789	0.333171611612163	-0.700367425281773	0.483697873978163	0.944018275267834
136	ENSGALG00000000223	TMEM183A	Gga.5519.1.S1_at	166.339994697304	0.396688453662807	0.24966487667781	1.58888370259117	0.112086651250613	0.91490018130167
137	ENSGALG00000000225	MGAT4C	Gga.2933.1.S1_at	10.98094940553	0.310860696852218	0.452367055317068	0.687186861196894	0.491964982864058	0.944018275267834
138	ENSGALG00000000226	TMEM9	GgaAffx.142.1.S1_at	6.69141299316566	0.215074700402813	0.452237574328609	0.475579015569666	0.634374328164046	0.944018275267834
139	ENSGALG00000000227	DPYSL2	Gga.3569.1.S1_a_at	1427.39708340385	-0.397902016683918	0.387251373586973	-1.02750317706634	0.304183590198356	0.939703337010087
140	ENSGALG00000000230	CBX1	Gga.50.1.S1_at	41.5385085786426	-0.289514734472878	0.417948941281784	-0.692703595766942	0.488495582075623	0.944018275267834
141	ENSGALG00000000231	BNIP3L	GgaAffx.11837.1.S1_s_at	1752.42197685665	-0.707346856981221	0.255154054949375	-2.77223443351338	0.00556729256270412	0.697732086064271
142	ENSGALG00000000233	SP2	GgaAffx.145.1.S1_at	2.70686446161948	-0.123605943782283	0.436050751086868	-0.283466875069455	0.776818970595418	0.953796958525594
143	ENSGALG00000000234	EPB41L4A	GgaAffx.25360.1.S1_at	50.2208863686771	-0.184778185163088	0.410430972929302	-0.450205265563417	0.652562439872207	0.944018275267834
144	ENSGALG00000000235	PPP2R2A	Gga.9510.1.S1_at	1249.25176167956	-0.152569240676805	0.323435074358138	-0.471715199656626	0.637130086457178	0.944018275267834
145	ENSGALG00000000235	PPP2R2A	GgaAffx.11793.1.S1_s_at	1249.25176167956	-0.152569240676805	0.323435074358138	-0.471715199656626	0.637130086457178	0.944018275267834
146	ENSGALG00000000238	MVP	GgaAffx.12290.2.S1_s_at	1.27908261410033	0.0165684260465196	0.317485894751759	0.0521863374732739	0.95838021921645	0.99317095309085
147	ENSGALG00000000238	MVP	GgaAffx.12290.1.S1_s_at	1.27908261410033	0.0165684260465196	0.317485894751759	0.0521863374732739	0.95838021921645	0.99317095309085
148	ENSGALG00000000239		GgaAffx.146.1.S1_at	1.19202791847552	0.509426439192899	0.347645305777218	1.46536262888404	0.142822007742644	0.91490018130167
149	ENSGALG00000000241	STARD4	GgaAffx.12320.1.S1_at	3439.99192943089	-0.331887485004218	0.320470816706984	-1.03562467376763	0.300377276386031	0.9383210524752
150	ENSGALG00000000241	STARD4	Gga.15316.1.S1_s_at	3439.99192943089	-0.331887485004218	0.320470816706984	-1.03562467376763	0.300377276386031	0.9383210524752
151	ENSGALG00000000242	EBF2	Gga.9484.1.S1_at	117.352816579845	0.641755026323986	0.416454746240216	1.54099582756061	0.123317801476206	0.91490018130167
152	ENSGALG00000000243	RDM1	Gga.1356.1.S1_at	869.884194651484	-0.414131268562844	0.258542259586466	-1.60179333632049	0.109201317107364	0.91490018130167
153	ENSGALG00000000244	CAMK4	Gga.12229.1.S1_at	42.4598029215119	-0.314740221929475	0.340476070299259	-0.924412166919207	0.35527176240757	0.944018275267834
154	ENSGALG00000000244	CAMK4	GgaAffx.25376.1.S1_at	42.4598029215119	-0.314740221929475	0.340476070299259	-0.924412166919207	0.35527176240757	0.944018275267834
155	ENSGALG00000000247	WDR36	GgaAffx.13113.1.S1_at	1386.67956729078	-0.318531866667662	0.374816963782727	-0.849833111748666	0.395417877649349	0.944018275267834
156	ENSGALG00000000247	WDR36	Gga.15911.1.S1_s_at	1386.67956729078	-0.318531866667662	0.374816963782727	-0.849833111748666	0.395417877649349	0.944018275267834
157	ENSGALG00000000249	GH1	Gga.1267.1.S1_a_at	1.55546925924534	-0.145843577863023	0.262006578056452	-0.556640901708961	0.57777280238092	0.944018275267834
158	ENSGALG00000000251	CD79B	GgaAffx.151.1.S1_s_at	0.675598264683628	0.074683997644248	0.253925872758826	0.294117321849993	0.768668255056034	0.952094131101177
159	ENSGALG00000000252	SCN4A	GgaAffx.152.1.S1_at	0.117697443541522	-0.0394864382186011	0.110270280016589	-0.358087765920798	0.720277634221589	0.944018275267834
160	ENSGALG00000000252	SCN4A	GgaAffx.345.1.S1_at	0.117697443541522	-0.0394864382186011	0.110270280016589	-0.358087765920798	0.720277634221589	0.944018275267834
161	ENSGALG00000000252	SCN4A	GgaAffx.445.1.S1_at	0.117697443541522	-0.0394864382186011	0.110270280016589	-0.358087765920798	0.720277634221589	0.944018275267834
162	ENSGALG00000000253	SLC25A46	GgaAffx.12924.1.S1_at	80.1451736234278	0.312122967949679	0.389035018258107	0.802300444179035	0.422379185544412	0.944018275267834
163	ENSGALG00000000253	SLC25A46	GgaAffx.153.1.S1_s_at	80.1451736234278	0.312122967949679	0.389035018258107	0.802300444179035	0.422379185544412	0.944018275267834
164	ENSGALG00000000255	MAN2A1	Gga.17644.1.S1_at	314.289391472077	0.380070661025897	0.421975622851599	0.900693406072797	0.367751355586083	0.944018275267834
165	ENSGALG00000000255	MAN2A1	GgaAffx.155.1.S1_at	314.289391472077	0.380070661025897	0.421975622851599	0.900693406072797	0.367751355586083	0.944018275267834
166	ENSGALG00000000255	MAN2A1	GgaAffx.156.1.S1_at	314.289391472077	0.380070661025897	0.421975622851599	0.900693406072797	0.367751355586083	0.944018275267834
167	ENSGALG00000000255	MAN2A1	Gga.17667.1.S1_at	314.289391472077	0.380070661025897	0.421975622851599	0.900693406072797	0.367751355586083	0.944018275267834
